0,1,2
SNICA,SANİCA ISI SANAYİ A.Ş.,AKADEMİK BAĞIMSIZ DENETİM A.Ş.
SANFM,SANİFOAM ENDÜSTRİ VE TÜKETİM ÜRÜNLERİ SANAYİ TİCARET A.Ş.,VİZYON GRUP BAĞIMSIZ DENETİM.A.Ş.
SANKO,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
SAMAT,SARAY MATBAACILIK KAĞITÇILIK KIRTASİYECİLİK TİCARET VE SANAYİ A.Ş.,KÖKER YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM A.Ş.
SARKY,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİ VE TİCARET A.Ş.,MGI BAĞIMSIZ DENETİM A.Ş.
SARTN,SARTEN AMBALAJ SANAYİ VE TİCARET A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
SASA,SASA POLYESTER SANAYİ A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
SAYAS,SAY YENİLENEBİLİR ENERJİ EKİPMANLARI SANAYİ VE TİCARET A.Ş.,SUN BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.
SDTTR,SDT UZAY VE SAVUNMA TEKNOLOJİLERİ A.Ş.,RAM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.
SEKUR,SEKURO PLASTİK AMBALAJ SANAYİ A.Ş.,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.
SELEC,SELÇUK ECZA DEPOSU TİCARET VE SANAYİ A.Ş.,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.
SELGD,SELÇUK GIDA ENDÜSTRİ İHRACAT İTHALAT A.Ş.,AKT BAĞIMSIZ DENETİM A.Ş.
SELVA,SELVA GIDA SANAYİ A.Ş.,TTK BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.
SNKRN,SENKRON SİBER GÜVENLİK YAZILIM VE BİLİŞİM ÇÖZÜMLERİ A.Ş.,AG YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ  DENETİM A.Ş.
SRVGY,SERVET GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ARSEN BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.
SEYKM,SEYİTLER KİMYA SANAYİ A.Ş.,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.
SHTRP,SHELL & TURCAS PETROL A.Ş.,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.
SILVR,SİLVERLİNE ENDÜSTRİ VE TİCARET A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
SNGYO,SİNPAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ARSEN BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.
SMRTG,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş.,EREN BAĞIMSIZ DENETİM A.Ş.
SMART,SMARTİKS YAZILIM A.Ş.,REHBER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.
SODSN,SODAŞ SODYUM SANAYİİ A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
SOKE,SÖKE DEĞİRMENCİLİK SANAYİ VE TİCARET A.Ş.,FİNANSAL EKSEN BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.
SKTAS,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.
SONME,SÖNMEZ FİLAMENT SENTETİK İPLİK VE ELYAF SANAYİ A.Ş.,CROWE OLGU BAĞIMSIZ DENETİM VE YMM A.Ş.
SNPAM,SÖNMEZ PAMUKLU SANAYİİ A.Ş.,CROWE OLGU BAĞIMSIZ DENETİM VE YMM A.Ş.
SUMAS,SUMAŞ SUNİ TAHTA VE MOBİLYA SANAYİ A.Ş.,İBD İSTANBUL BAĞIMSIZ DENETİM VE SMMM A.Ş.
SUNTK,SUN TEKSTİL SANAYİ VE TİCARET A.Ş.,SUN BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.
SUWEN,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş.,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.
SZUKI,SUZUKİ MOTORLU ARAÇLAR PAZARLAMA A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
SMRFA,SÜMER FAKTORİNG A.Ş.,ARTI DEĞER ULUSLARARASI BAĞIMSIZ DENETİM VE YMM A.Ş.
SMRVA,SÜMER VARLIK YÖNETİM A.Ş.,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.
SEKFA,ŞEKER FAKTORİNG A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
SEKFK,ŞEKER FİNANSAL KİRALAMA A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
SEGYO,ŞEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
"SKY, SKYMD",ŞEKER YATIRIM MENKUL DEĞERLER A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
"SEK, SKBNK",ŞEKERBANK T.A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
SOKM,ŞOK MARKETLER TİCARET A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
DRPHN,T.C. HAZİNE VE MALİYE BAKANLIĞI DARPHANE VE DAMGA MATBAASI GENEL MÜDÜRLÜĞÜ,
TOKI,T.C. TOPLU KONUT İDARESİ BAŞKANLIĞI,
"TAC, TCRYT",TACİRLER YATIRIM MENKUL DEĞERLER  A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
TAMFA,TAM FİNANS FAKTORİNG A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
TNZTP,TAPDİ OKSİJEN ÖZEL SAĞLIK VE EĞİTİM HİZMETLERİ SANAYİ TİCARET A.Ş.,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.
TATGD,TAT GIDA SANAYİ A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
TATEN,TATLIPINAR ENERJİ ÜRETİM A.Ş.,REFORM BAĞIMSIZ DENETİM A.Ş.
TAVHL,TAV HAVALİMANLARI HOLDİNG A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
TEBFA,TEB FAKTORİNG A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
TEBCE,TEB FİNANSMAN A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
"TBY, TEBYT",TEB YATIRIM MENKUL DEĞERLER A.Ş.,
TEKTU,TEK-ART İNŞAAT TİCARET TURİZM SANAYİ VE YATIRIMLAR A.Ş.,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.
TKFEN,TEKFEN HOLDİNG A.Ş.,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
TKNSA,TEKNOSA İÇ VE DIŞ TİCARET A.Ş.,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
TMPOL,TEMAPOL POLİMER PLASTİK VE İNŞAAT SANAYİ TİCARET A.Ş.,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.
"TERA, TRA",TERA YATIRIM MENKUL DEĞERLER A.Ş.,ULUSAL BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.
TETMT,TETAMAT GIDA YATIRIMLARI A.Ş.,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.
TFNVK,TF VARLIK KİRALAMA A.Ş.,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
TGSAS,TGS DIŞ TİCARET A.Ş.,ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.
TOASO,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
TRGYO,TORUNLAR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
TLMAN,TRABZON LİMAN İŞLETMECİLİĞİ A.Ş.,AKSİS ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.
TSPOR,TRABZONSPOR SPORTİF YATIRIM VE FUTBOL İŞLETMECİLİĞİ TİCARET A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
TDGYO,TREND GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.
"ISKMD, TVM",TRIVE YATIRIM MENKUL DEĞERLER A.Ş.,
TSGYO,TSKB GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
TUCLK,TUĞÇELİK ALÜMİNYUM VE METAL MAMÜLLERİ SANAYİ VE TİCARET A.Ş.,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.
TUKAS,TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.
TRCAS,TURCAS PETROL A.Ş.,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.
TUREX,TUREKS TURİZM TAŞIMACILIK A.Ş.,EREN BAĞIMSIZ DENETİM A.Ş.
TRILC,TURK İLAÇ VE SERUM SANAYİ A.Ş.,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.
FNCLL,TURKCELL FİNANSMAN A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
TCELL,TURKCELL İLETİŞİM HİZMETLERİ A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
"TBA, TRKSH",TURKISH BANK A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
"TKY, TKYAT",TURKİSH YATIRIM MENKUL DEĞERLER A.Ş.,
TMSN,TÜMOSAN MOTOR VE TRAKTÖR SANAYİ A.Ş.,VİZYON GRUP BAĞIMSIZ DENETİM.A.Ş.
TUPRS,TÜPRAŞ-TÜRKİYE PETROL RAFİNERİLERİ A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
THYAO,TÜRK HAVA YOLLARI A.O.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
PRKAB,TÜRK PRYSMİAN KABLO VE SİSTEMLERİ A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
TTKOM,TÜRK TELEKOMÜNİKASYON A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
TTRAK,TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
TBORG,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
TURGG,TÜRKER PROJE GAYRİMENKUL VE YATIRIM GELİŞTİRME A.Ş.,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.
"GARAN, TGB",TÜRKİYE GARANTİ BANKASI A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
"HALKB, THL",TÜRKİYE HALK BANKASI A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
"EXIMB, THR",TÜRKİYE İHRACAT KREDİ BANKASI A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
"ISATR, ISBTR, ISCTR, ISKUR, TIB",TÜRKİYE İŞ BANKASI A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
"KLN, KLNMA",TÜRKİYE KALKINMA VE YATIRIM BANKASI A.Ş.,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
"TSK, TSKB",TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
TURSG,TÜRKİYE SİGORTA A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
SISE,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
"TVB, VAKBN",TÜRKİYE VAKIFLAR BANKASI T.A.O.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
UFUK,UFUK YATIRIM YÖNETİM VE GAYRİMENKUL A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
ULAS,ULAŞLAR TURİZM ENERJİ TARIM GIDA VE İNŞAAT YATIRIMLARI A.Ş.,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.
ULUFA,ULUSAL FAKTORİNG A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
ULUSE,ULUSOY ELEKTRİK İMALAT TAAHHÜT VE TİCARET A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
ULUUN,ULUSOY UN SANAYİ VE TİCARET A.Ş.,FİNANSAL EKSEN BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.
UMPAS,UMPAŞ HOLDİNG A.Ş.,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.
USAK,UŞAK SERAMİK SANAYİ A.Ş.,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.
UZERB,UZERTAŞ BOYA SANAYİ TİCARET VE YATIRIM A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
ULKER,ÜLKER BİSKÜVİ SANAYİ A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
"UNLUS, UNS",ÜNLÜ MENKUL DEĞERLER A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
UNLU,ÜNLÜ YATIRIM HOLDİNG A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
VAKFA,VAKIF FAKTORİNG A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
VAKFN,VAKIF FİNANSAL KİRALAMA A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
VKGYO,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
VKFYO,VAKIF MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
VAKVK,VAKIF VARLIK KİRALAMA A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
VAKKO,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
VANGD,VANET GIDA SANAYİ İÇ VE DIŞ TİCARET A.Ş.,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.
VBTYZ,VBT YAZILIM A.Ş.,KAVRAM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.
VDFLO,VDF FİLO KİRALAMA A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
VERUS,VERUSA HOLDİNG A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
VERTU,VERUSATURK GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
VESBE,VESTEL BEYAZ EŞYA SANAYİ VE TİCARET A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
VESTL,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
VKING,VİKİNG KAĞIT VE SELÜLOZ A.Ş.,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
VDFAS,VOLKSWAGEN DOĞUŞ FİNANSMAN A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
YKFKT,YAPI KREDİ FAKTORİNG A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
YKFIN,YAPI KREDİ FİNANSAL KİRALAMA A.O.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
"YKR, YKYAT",YAPI KREDİ YATIRIM MENKUL DEĞERLER  A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
"YKB, YKBNK",YAPI VE KREDİ BANKASI A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
YAPRK,YAPRAK SÜT VE BESİ ÇİFTLİKLERİ SANAYİ VE TİCARET A.Ş.,ECOVIS DEĞER BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş. 
YATAS,YATAŞ YATAK VE YORGAN SANAYİ TİCARET A.Ş.,PKF ADAY BAĞIMSIZ DENETİM A.Ş.
"YAT, YFMEN",YATIRIM FİNANSMAN MENKUL DEĞERLER A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
YATVK,YATIRIM VARLIK KİRALAMA A.Ş.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
YYLGD,YAYLA AGRO GIDA SANAYİ VE TİCARET A.Ş.,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
YAYLA,YAYLA ENERJİ ÜRETİM TURİZM VE İNŞAAT TİCARET A.Ş.,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.
YGGYO,YENİ GİMAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,SER-BERKER BAĞIMSIZ DENETİM A.Ş.
YEOTK,YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş.,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.
YGYO,YEŞİL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,PKF ADAY BAĞIMSIZ DENETİM A.Ş.
YYAPI,YEŞİL YAPI ENDÜSTRİSİ A.Ş.,PKF ADAY BAĞIMSIZ DENETİM A.Ş.
YESIL,YEŞİL YATIRIM HOLDİNG A.Ş.,PKF ADAY BAĞIMSIZ DENETİM A.Ş.
YBTAS,YİBİTAŞ YOZGAT İŞÇİ BİRLİĞİ İNŞAAT MALZEMELERİ TİCARET VE SANAYİ A.Ş.,DENGE ANKARA BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.
YONGA,YONGA MOBİLYA SANAYİ VE TİCARET A.Ş.,ULUSAL BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.
YKSLN,YÜKSELEN ÇELİK A.Ş.,HSY DANIŞMANLIK VE BAĞIMSIZ DENETİM A.Ş.
YUNSA,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
ZEDUR,ZEDUR ENERJİ ELEKTRİK ÜRETİM A.Ş.,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.
ZRGYO,ZİRAAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
ZKBVK,ZİRAAT KATILIM VARLIK KİRALAMA A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
ZKBVR,ZKB VARLIK KİRALAMA A.Ş.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş
ZOREN,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.
ZORLF,ZORLU FAKTORİNG A.Ş.,CONSULTA BAĞIMSIZ DENETİM VE Y.M.M. A.Ş.
